Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,413308.49
Extraction Timestamp,20250727_185923
Monthly Income,"12,000.00"
Total Investment Amount,"821,135.10"
Total Investment Final Value,"1,531,908.72"
Total Investment Profit After Tax,"358,436.61"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"8,120.73"
Weighted Cost (should be ~0),0.63
Weighted Investment Profit,"626,865.52"
Weighted Calculation Converged,Yes
