Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),348
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1001915.96
Extraction Timestamp,20250728_101610
Monthly Income,"12,000.00"
Total Investment Amount,"1,774,051.05"
Total Investment Final Value,"5,461,116.90"
Total Investment Profit After Tax,"2,041,438.68"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"9,380.61"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"1,401,949.53"
Weighted Calculation Converged,Yes
