Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),252
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,263435.08
Extraction Timestamp,20250727_181617
Monthly Income,"12,000.00"
Total Investment Amount,"1,366,397.72"
Total Investment Final Value,"3,238,703.37"
Total Investment Profit After Tax,"982,225.45"
Effective Annual Return After Tax,3.67%
Weighted Monthly Payment (30 years),"6,965.86"
Weighted Cost (should be ~0),0.39
Weighted Investment Profit,"657,602.68"
Weighted Calculation Converged,Yes
