Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),288
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,409113.42
Extraction Timestamp,20250727_173540
Monthly Income,"12,000.00"
Total Investment Amount,"1,842,585.25"
Total Investment Final Value,"4,693,140.76"
Total Investment Profit After Tax,"1,523,268.36"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"6,559.81"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"613,415.24"
Weighted Calculation Converged,Yes
