Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),336
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,1066933.58
Extraction Timestamp,20250728_111218
Monthly Income,"12,000.00"
Total Investment Amount,"1,345,956.03"
Total Investment Final Value,"4,205,575.29"
Total Investment Profit After Tax,"1,580,980.78"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"10,479.68"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"1,686,044.21"
Weighted Calculation Converged,Yes
