Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),288
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,505642.29
Extraction Timestamp,20250727_184214
Monthly Income,"12,000.00"
Total Investment Amount,"1,484,774.94"
Total Investment Final Value,"3,964,090.73"
Total Investment Profit After Tax,"1,330,752.68"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"7,971.24"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"971,224.35"
Weighted Calculation Converged,Yes
