Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),240
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,740624.81
Extraction Timestamp,20250727_235147
Monthly Income,"12,000.00"
Total Investment Amount,"689,871.15"
Total Investment Final Value,"1,486,226.04"
Total Investment Profit After Tax,"413,124.70"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"10,353.52"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"1,190,129.84"
Weighted Calculation Converged,Yes
