Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),192
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,249828.68
Extraction Timestamp,20250727_193222
Monthly Income,"12,000.00"
Total Investment Amount,"854,674.12"
Total Investment Final Value,"1,575,158.19"
Total Investment Profit After Tax,"361,305.69"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"7,222.67"
Weighted Cost (should be ~0),-0.95
Weighted Investment Profit,"449,324.93"
Weighted Calculation Converged,Yes
