Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),204
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,544746.06
Extraction Timestamp,20250728_102412
Monthly Income,"12,000.00"
Total Investment Amount,"656,156.88"
Total Investment Final Value,"1,190,713.14"
Total Investment Profit After Tax,"268,819.89"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"9,142.58"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"791,843.31"
Weighted Calculation Converged,Yes
