Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),204
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,526930.39
Extraction Timestamp,20250727_191946
Monthly Income,"12,000.00"
Total Investment Amount,"553,291.03"
Total Investment Final Value,"1,062,463.85"
Total Investment Profit After Tax,"257,766.42"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"9,525.02"
Weighted Cost (should be ~0),0.65
Weighted Investment Profit,"894,709.62"
Weighted Calculation Converged,Yes
