Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),288
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,391354.17
Extraction Timestamp,20250727_161050
Monthly Income,"12,000.00"
Total Investment Amount,"2,064,645.83"
Total Investment Final Value,"5,093,600.35"
Total Investment Profit After Tax,"1,613,058.90"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"5,786.74"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"391,353.61"
Weighted Calculation Converged,Yes
