Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),144
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,172663.12
Extraction Timestamp,20250727_160237
Monthly Income,"12,000.00"
Total Investment Amount,"334,915.88"
Total Investment Final Value,"544,107.72"
Total Investment Profit After Tax,"101,686.78"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"7,961.38"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"393,083.35"
Weighted Calculation Converged,Yes
