Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),348
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1082106.03
Extraction Timestamp,20250727_225916
Monthly Income,"12,000.00"
Total Investment Amount,"1,624,391.22"
Total Investment Final Value,"5,036,889.88"
Total Investment Profit After Tax,"1,891,337.90"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"9,959.20"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"1,551,608.60"
Weighted Calculation Converged,Yes
