Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),216
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,316458.33
Extraction Timestamp,20250727_162649
Monthly Income,"12,000.00"
Total Investment Amount,"1,275,541.67"
Total Investment Final Value,"2,429,432.75"
Total Investment Profit After Tax,"585,085.72"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"6,374.69"
Weighted Cost (should be ~0),0.45
Weighted Investment Profit,"316,458.78"
Weighted Calculation Converged,Yes
