Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),192
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,386098.87
Extraction Timestamp,20250727_185802
Monthly Income,"12,000.00"
Total Investment Amount,"718,403.93"
Total Investment Final Value,"1,284,155.47"
Total Investment Profit After Tax,"282,820.37"
Effective Annual Return After Tax,3.20%
Weighted Monthly Payment (30 years),"8,150.56"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"585,595.35"
Weighted Calculation Converged,Yes
