Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),132
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,355915.98
Extraction Timestamp,20250727_181809
Monthly Income,"12,000.00"
Total Investment Amount,"130,645.41"
Total Investment Final Value,"160,228.12"
Total Investment Profit After Tax,"13,598.58"
Effective Annual Return After Tax,1.61%
Weighted Monthly Payment (30 years),"9,041.46"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"462,530.86"
Weighted Calculation Converged,Yes
