Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),168
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,193891.80
Extraction Timestamp,20250728_083513
Monthly Income,"12,000.00"
Total Investment Amount,"667,252.86"
Total Investment Final Value,"1,131,450.85"
Total Investment Profit After Tax,"228,743.77"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"7,162.42"
Weighted Cost (should be ~0),0.56
Weighted Investment Profit,"348,747.70"
Weighted Calculation Converged,Yes
