Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,327074.75
Extraction Timestamp,20250727_170950
Monthly Income,"12,000.00"
Total Investment Amount,"1,422,226.05"
Total Investment Final Value,"3,025,846.96"
Total Investment Profit After Tax,"829,399.11"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"6,540.76"
Weighted Cost (should be ~0),-0.69
Weighted Investment Profit,"457,773.26"
Weighted Calculation Converged,Yes
