Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),348
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,500957.98
Extraction Timestamp,20250727_194207
Monthly Income,"12,000.00"
Total Investment Amount,"2,275,009.03"
Total Investment Final Value,"7,471,910.30"
Total Investment Profit After Tax,"2,890,457.82"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"6,730.29"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"900,991.96"
Weighted Calculation Converged,Yes
