Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),168
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,435137.01
Extraction Timestamp,20250727_185644
Monthly Income,"12,000.00"
Total Investment Amount,"467,490.70"
Total Investment Final Value,"718,031.98"
Total Investment Profit After Tax,"121,838.27"
Effective Annual Return After Tax,2.68%
Weighted Monthly Payment (30 years),"8,689.39"
Weighted Cost (should be ~0),0.78
Weighted Investment Profit,"548,510.08"
Weighted Calculation Converged,Yes
