Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,475875.54
Extraction Timestamp,20250729_004903
Monthly Income,"12,000.00"
Total Investment Amount,"2,084,748.61"
Total Investment Final Value,"8,241,098.66"
Total Investment Profit After Tax,"3,477,630.96"
Effective Annual Return After Tax,4.16%
Weighted Monthly Payment (30 years),"6,789.73"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"1,235,251.17"
Weighted Calculation Converged,Yes
