Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),192
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,510652.91
Extraction Timestamp,20250727_191731
Monthly Income,"12,000.00"
Total Investment Amount,"633,729.95"
Total Investment Final Value,"1,072,965.79"
Total Investment Profit After Tax,"218,072.87"
Effective Annual Return After Tax,2.89%
Weighted Monthly Payment (30 years),"8,844.35"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"670,270.14"
Weighted Calculation Converged,Yes
