Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),132
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,208454.07
Extraction Timestamp,20250727_193054
Monthly Income,"12,000.00"
Total Investment Amount,"132,584.39"
Total Investment Final Value,"215,791.68"
Total Investment Profit After Tax,"40,252.01"
Effective Annual Return After Tax,3.92%
Weighted Monthly Payment (30 years),"8,707.88"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"451,415.52"
Weighted Calculation Converged,Yes
