Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,835127.67
Extraction Timestamp,20250727_192742
Monthly Income,"12,000.00"
Total Investment Amount,"1,994,642.08"
Total Investment Final Value,"6,758,586.89"
Total Investment Profit After Tax,"2,666,993.67"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"8,493.61"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"1,325,357.86"
Weighted Calculation Converged,Yes
