Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),204
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,360292.15
Extraction Timestamp,20250727_230121
Monthly Income,"12,000.00"
Total Investment Amount,"895,871.76"
Total Investment Final Value,"1,681,861.71"
Total Investment Profit After Tax,"396,592.01"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"7,673.86"
Weighted Cost (should be ~0),-0.67
Weighted Investment Profit,"552,127.57"
Weighted Calculation Converged,Yes
