Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),288
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,554508.12
Extraction Timestamp,20250727_180626
Monthly Income,"12,000.00"
Total Investment Amount,"1,395,861.37"
Total Investment Final Value,"3,749,619.42"
Total Investment Profit After Tax,"1,264,136.73"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"8,378.57"
Weighted Cost (should be ~0),0.72
Weighted Investment Profit,"1,060,139.35"
Weighted Calculation Converged,Yes
