Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),300
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,860098.08
Extraction Timestamp,20250728_102818
Monthly Income,"12,000.00"
Total Investment Amount,"1,349,761.04"
Total Investment Final Value,"3,501,343.79"
Total Investment Profit After Tax,"1,157,048.65"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"9,526.47"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"1,250,238.97"
Weighted Calculation Converged,Yes
