Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),336
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,598202.78
Extraction Timestamp,20250727_155707
Monthly Income,"12,000.00"
Total Investment Amount,"2,092,535.84"
Total Investment Final Value,"6,416,785.88"
Total Investment Profit After Tax,"2,383,558.69"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"7,284.39"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"939,464.30"
Weighted Calculation Converged,Yes
