Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,303034.63
Extraction Timestamp,20250727_195324
Monthly Income,"12,000.00"
Total Investment Amount,"485,238.76"
Total Investment Final Value,"911,594.41"
Total Investment Profit After Tax,"213,257.04"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"8,687.06"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"674,762.22"
Weighted Calculation Converged,Yes
