Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,936475.88
Extraction Timestamp,20250727_190909
Monthly Income,"12,000.00"
Total Investment Amount,"1,760,763.77"
Total Investment Final Value,"6,125,609.40"
Total Investment Profit After Tax,"2,449,293.49"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"9,309.00"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"1,559,236.42"
Weighted Calculation Converged,Yes
