Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,357526.88
Extraction Timestamp,20250727_195457
Monthly Income,"12,000.00"
Total Investment Amount,"85,401.86"
Total Investment Final Value,"136,936.89"
Total Investment Profit After Tax,"25,088.50"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"9,694.54"
Weighted Cost (should be ~0),0.83
Weighted Investment Profit,"642,598.97"
Weighted Calculation Converged,Yes
