Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1127953.11
Extraction Timestamp,20250729_051613
Monthly Income,"12,000.00"
Total Investment Amount,"1,355,785.42"
Total Investment Final Value,"6,106,673.32"
Total Investment Profit After Tax,"2,701,878.43"
Effective Annual Return After Tax,4.59%
Weighted Monthly Payment (30 years),"9,526.60"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"1,974,976.63"
Weighted Calculation Converged,Yes
