Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,894179.35
Extraction Timestamp,20250728_105611
Monthly Income,"12,000.00"
Total Investment Amount,"2,221,640.98"
Total Investment Final Value,"6,964,746.19"
Total Investment Profit After Tax,"2,636,736.03"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"8,162.45"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"1,098,359.36"
Weighted Calculation Converged,Yes
