Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),312
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,738568.37
Extraction Timestamp,20250727_182811
Monthly Income,"12,000.00"
Total Investment Amount,"1,595,968.92"
Total Investment Final Value,"4,453,561.11"
Total Investment Profit After Tax,"1,551,950.46"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"8,660.58"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"1,148,030.73"
Weighted Calculation Converged,Yes
