Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,277759.44
Extraction Timestamp,20250727_181701
Monthly Income,"12,000.00"
Total Investment Amount,"25,370.75"
Total Investment Final Value,"28,464.41"
Total Investment Profit After Tax,"1,385.71"
Effective Annual Return After Tax,0.99%
Weighted Monthly Payment (30 years),"9,089.53"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"432,942.41"
Weighted Calculation Converged,Yes
