Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,273531.50
Extraction Timestamp,20250727_181817
Monthly Income,"12,000.00"
Total Investment Amount,"530,142.57"
Total Investment Final Value,"819,762.23"
Total Investment Profit After Tax,"140,534.65"
Effective Annual Return After Tax,2.94%
Weighted Monthly Payment (30 years),"7,570.17"
Weighted Cost (should be ~0),0.96
Weighted Investment Profit,"341,858.39"
Weighted Calculation Converged,Yes
