Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),144
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,144590.09
Extraction Timestamp,20250727_224808
Monthly Income,"12,000.00"
Total Investment Amount,"487,136.86"
Total Investment Final Value,"756,811.30"
Total Investment Profit After Tax,"130,442.37"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"7,051.63"
Weighted Cost (should be ~0),0.94
Weighted Investment Profit,"240,864.08"
Weighted Calculation Converged,Yes
