Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),192
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,323468.52
Extraction Timestamp,20250727_162502
Monthly Income,"12,000.00"
Total Investment Amount,"749,962.89"
Total Investment Final Value,"1,374,104.77"
Total Investment Profit After Tax,"312,847.05"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"7,858.78"
Weighted Cost (should be ~0),0.63
Weighted Investment Profit,"554,037.75"
Weighted Calculation Converged,Yes
