Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),240
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,259595.20
Extraction Timestamp,20250727_152238
Monthly Income,"12,000.00"
Total Investment Amount,"1,390,037.46"
Total Investment Final Value,"3,046,831.17"
Total Investment Profit After Tax,"859,471.52"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"6,506.68"
Weighted Cost (should be ~0),-0.97
Weighted Investment Profit,"489,961.57"
Weighted Calculation Converged,Yes
