Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,204076.35
Extraction Timestamp,20250727_175644
Monthly Income,"12,000.00"
Total Investment Amount,"639,394.76"
Total Investment Final Value,"1,186,508.79"
Total Investment Profit After Tax,"273,286.50"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"7,746.65"
Weighted Cost (should be ~0),-0.15
Weighted Investment Profit,"520,605.09"
Weighted Calculation Converged,Yes
