Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,725315.46
Extraction Timestamp,20250727_173717
Monthly Income,"12,000.00"
Total Investment Amount,"1,297,766.37"
Total Investment Final Value,"2,796,377.00"
Total Investment Profit After Tax,"781,683.63"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"8,673.44"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"870,233.40"
Weighted Calculation Converged,Yes
