Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,295353.56
Extraction Timestamp,20250727_154628
Monthly Income,"12,000.00"
Total Investment Amount,"745,809.83"
Total Investment Final Value,"1,517,977.54"
Total Investment Profit After Tax,"392,678.51"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"8,210.20"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"702,189.97"
Weighted Calculation Converged,Yes
