Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),156
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,222244.34
Extraction Timestamp,20250727_151847
Monthly Income,"12,000.00"
Total Investment Amount,"581,429.72"
Total Investment Final Value,"915,354.58"
Total Investment Profit After Tax,"162,426.27"
Effective Annual Return After Tax,3.07%
Weighted Monthly Payment (30 years),"7,192.79"
Weighted Cost (should be ~0),0.54
Weighted Investment Profit,"290,570.82"
Weighted Calculation Converged,Yes
