Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,407248.93
Extraction Timestamp,20250727_182241
Monthly Income,"12,000.00"
Total Investment Amount,"1,227,023.61"
Total Investment Final Value,"2,444,992.38"
Total Investment Profit After Tax,"623,179.89"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"7,164.17"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"508,976.37"
Weighted Calculation Converged,Yes
