Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),252
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,545923.26
Extraction Timestamp,20250727_171927
Monthly Income,"12,000.00"
Total Investment Amount,"1,340,297.06"
Total Investment Final Value,"2,867,232.54"
Total Investment Profit After Tax,"793,141.28"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"7,752.02"
Weighted Cost (should be ~0),1.00
Weighted Investment Profit,"683,703.94"
Weighted Calculation Converged,Yes
