Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),336
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,720116.20
Extraction Timestamp,20250727_225337
Monthly Income,"12,000.00"
Total Investment Amount,"1,862,746.87"
Total Investment Final Value,"5,771,446.11"
Total Investment Profit After Tax,"2,156,955.80"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"8,222.19"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"1,169,253.03"
Weighted Calculation Converged,Yes
