Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,657908.04
Extraction Timestamp,20250728_102554
Monthly Income,"12,000.00"
Total Investment Amount,"923,664.58"
Total Investment Final Value,"1,914,048.00"
Total Investment Profit After Tax,"511,247.73"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"9,276.99"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"956,335.20"
Weighted Calculation Converged,Yes
