Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),228
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,500822.68
Extraction Timestamp,20250727_162656
Monthly Income,"12,000.00"
Total Investment Amount,"736,018.51"
Total Investment Final Value,"1,631,451.56"
Total Investment Profit After Tax,"463,252.09"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"9,337.52"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"999,981.63"
Weighted Calculation Converged,Yes
