Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,421072.04
Extraction Timestamp,20250728_104751
Monthly Income,"12,000.00"
Total Investment Amount,"642,779.07"
Total Investment Final Value,"1,049,763.53"
Total Investment Profit After Tax,"200,334.46"
Effective Annual Return After Tax,2.87%
Weighted Monthly Payment (30 years),"8,219.59"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"517,220.65"
Weighted Calculation Converged,Yes
