Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),276
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,579788.79
Extraction Timestamp,20250727_230605
Monthly Income,"12,000.00"
Total Investment Amount,"1,327,303.84"
Total Investment Final Value,"3,307,163.23"
Total Investment Profit After Tax,"1,052,377.06"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"8,437.15"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"984,695.30"
Weighted Calculation Converged,Yes
