Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),120
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,196985.28
Extraction Timestamp,20250727_193224
Monthly Income,"12,000.00"
Total Investment Amount,"180,042.40"
Total Investment Final Value,"240,583.80"
Total Investment Profit After Tax,"28,439.64"
Effective Annual Return After Tax,2.53%
Weighted Monthly Payment (30 years),"7,873.60"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"259,957.97"
Weighted Calculation Converged,Yes
