Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,139868.05
Extraction Timestamp,20250727_154243
Monthly Income,"12,000.00"
Total Investment Amount,"132,708.85"
Total Investment Final Value,"201,004.55"
Total Investment Profit After Tax,"32,638.80"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"8,074.39"
Weighted Cost (should be ~0),-0.50
Weighted Investment Profit,"307,290.66"
Weighted Calculation Converged,Yes
