Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),288
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,781046.81
Extraction Timestamp,20250728_092331
Monthly Income,"12,000.00"
Total Investment Amount,"1,303,799.37"
Total Investment Final Value,"3,255,431.29"
Total Investment Profit After Tax,"1,041,848.75"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"9,262.79"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"1,152,199.98"
Weighted Calculation Converged,Yes
