Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),204
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,504442.40
Extraction Timestamp,20250727_182145
Monthly Income,"12,000.00"
Total Investment Amount,"661,727.47"
Total Investment Final Value,"1,232,125.70"
Total Investment Profit After Tax,"287,709.03"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"9,008.18"
Weighted Cost (should be ~0),-0.77
Weighted Investment Profit,"786,271.77"
Weighted Calculation Converged,Yes
