Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),228
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,236807.69
Extraction Timestamp,20250727_225138
Monthly Income,"12,000.00"
Total Investment Amount,"1,341,517.61"
Total Investment Final Value,"2,785,885.30"
Total Investment Profit After Tax,"742,285.17"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"6,258.48"
Weighted Cost (should be ~0),-0.08
Weighted Investment Profit,"394,482.31"
Weighted Calculation Converged,Yes
