Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),156
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,350133.09
Extraction Timestamp,20250727_195454
Monthly Income,"12,000.00"
Total Investment Amount,"227,132.29"
Total Investment Final Value,"378,890.72"
Total Investment Profit After Tax,"74,395.26"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"9,318.40"
Weighted Cost (should be ~0),-0.02
Weighted Investment Profit,"644,867.69"
Weighted Calculation Converged,Yes
