Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),288
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,341179.73
Extraction Timestamp,20250727_193439
Monthly Income,"12,000.00"
Total Investment Amount,"1,434,727.79"
Total Investment Final Value,"4,118,704.44"
Total Investment Profit After Tax,"1,447,893.08"
Effective Annual Return After Tax,3.95%
Weighted Monthly Payment (30 years),"7,743.27"
Weighted Cost (should be ~0),0.85
Weighted Investment Profit,"1,021,273.06"
Weighted Calculation Converged,Yes
