Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),192
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,274192.90
Extraction Timestamp,20250727_154546
Monthly Income,"12,000.00"
Total Investment Amount,"652,118.38"
Total Investment Final Value,"1,271,360.88"
Total Investment Profit After Tax,"312,226.12"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"8,220.98"
Weighted Cost (should be ~0),-0.27
Weighted Investment Profit,"651,881.35"
Weighted Calculation Converged,Yes
