Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,462395.83
Extraction Timestamp,20250727_185836
Monthly Income,"12,000.00"
Total Investment Amount,"841,604.17"
Total Investment Final Value,"1,398,316.63"
Total Investment Profit After Tax,"275,364.46"
Effective Annual Return After Tax,2.79%
Weighted Monthly Payment (30 years),"7,833.75"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"462,395.78"
Weighted Calculation Converged,Yes
