Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),324
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,454203.05
Extraction Timestamp,20250727_171853
Monthly Income,"12,000.00"
Total Investment Amount,"2,252,297.23"
Total Investment Final Value,"6,511,443.43"
Total Investment Profit After Tax,"2,326,994.08"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"6,226.01"
Weighted Cost (should be ~0),-0.08
Weighted Investment Profit,"635,702.68"
Weighted Calculation Converged,Yes
