Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),108
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,184080.75
Extraction Timestamp,20250727_151616
Monthly Income,"12,000.00"
Total Investment Amount,"6,501.68"
Total Investment Final Value,"6,993.52"
Total Investment Profit After Tax,217.46
Effective Annual Return After Tax,0.70%
Weighted Monthly Payment (30 years),"8,501.92"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"306,546.19"
Weighted Calculation Converged,Yes
