Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,483389.34
Extraction Timestamp,20250727_182313
Monthly Income,"12,000.00"
Total Investment Amount,"1,192,187.69"
Total Investment Final Value,"2,504,441.56"
Total Investment Profit After Tax,"677,978.89"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"7,819.76"
Weighted Cost (should be ~0),0.80
Weighted Investment Profit,"687,813.11"
Weighted Calculation Converged,Yes
