Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,799507.81
Extraction Timestamp,20250727_184621
Monthly Income,"12,000.00"
Total Investment Amount,"1,633,805.07"
Total Investment Final Value,"4,039,503.71"
Total Investment Profit After Tax,"1,286,333.37"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"8,537.18"
Weighted Cost (should be ~0),0.62
Weighted Investment Profit,"966,195.56"
Weighted Calculation Converged,Yes
