Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),348
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1052193.67
Extraction Timestamp,20250727_192845
Monthly Income,"12,000.00"
Total Investment Amount,"1,389,412.74"
Total Investment Final Value,"4,755,159.10"
Total Investment Profit After Tax,"1,880,408.72"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"10,402.74"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"1,786,587.20"
Weighted Calculation Converged,Yes
